avg,timestamp
53.89629629629629,2025-06-28 00:00:00
42.41666666666668,2025-06-28 00:01:00
68.47500000000001,2025-06-28 00:02:00
50.854166666666664,2025-06-28 00:03:00
54.305263157894736,2025-06-28 00:04:00
55.793749999999996,2025-06-28 00:05:00
47.716129032258074,2025-06-28 00:06:00
45.10833333333333,2025-06-28 00:07:00
60.7448275862069,2025-06-28 00:08:00
47.506249999999994,2025-06-28 00:09:00
53.35,2025-06-28 00:10:00
58.2125,2025-06-28 00:11:00
44.166666666666664,2025-06-28 00:12:00
59.258823529411764,2025-06-28 00:13:00
58.71,2025-06-28 00:14:00
49.023809523809526,2025-06-28 00:15:00
51.40645161290322,2025-06-28 00:16:00
45.84516129032257,2025-06-28 00:17:00
56.35000000000001,2025-06-28 00:18:00
50.11111111111112,2025-06-28 00:19:00
54.152,2025-06-28 00:20:00
50.56956521739129,2025-06-28 00:21:00
51.95294117647058,2025-06-28 00:22:00
44.916666666666664,2025-06-28 00:23:00
47.79473684210525,2025-06-28 00:24:00
44.637499999999996,2025-06-28 00:25:00
50.13333333333333,2025-06-28 00:26:00
51.81304347826087,2025-06-28 00:27:00
43.99,2025-06-28 00:28:00
44.873684210526314,2025-06-28 00:29:00
61.87777777777777,2025-06-28 00:30:00
48.0,2025-06-28 00:31:00
53.33076923076922,2025-06-28 00:32:00
37.085,2025-06-28 00:33:00
35.847368421052636,2025-06-28 00:34:00
52.040909090909096,2025-06-28 00:35:00
48.06923076923078,2025-06-28 00:36:00
51.38947368421052,2025-06-28 00:37:00
54.461904761904755,2025-06-28 00:38:00
50.959999999999994,2025-06-28 00:39:00
53.55,2025-06-28 00:40:00
54.05263157894737,2025-06-28 00:41:00
45.63000000000001,2025-06-28 00:42:00
53.41578947368422,2025-06-28 00:43:00
49.13125,2025-06-28 00:44:00
59.464999999999996,2025-06-28 00:45:00
50.12105263157895,2025-06-28 00:46:00
51.83888888888889,2025-06-28 00:47:00
52.445454545454545,2025-06-28 00:48:00
47.55500000000001,2025-06-28 00:49:00
43.876000000000005,2025-06-28 00:50:00
56.65384615384615,2025-06-28 00:51:00
40.48571428571428,2025-06-28 00:52:00
40.766666666666666,2025-06-28 00:53:00
51.64666666666667,2025-06-28 00:54:00
49.705555555555556,2025-06-28 00:55:00
47.172222222222224,2025-06-28 00:56:00
51.80624999999999,2025-06-28 00:57:00
58.13157894736843,2025-06-28 00:58:00
40.02307692307692,2025-06-28 00:59:00
51.38695652173912,2025-06-28 01:00:00
39.79230769230769,2025-06-28 01:01:00
46.65,2025-06-28 01:02:00
47.69375,2025-06-28 01:03:00
50.64782608695653,2025-06-28 01:04:00
45.92105263157894,2025-06-28 01:05:00
50.68636363636363,2025-06-28 01:06:00
50.48461538461538,2025-06-28 01:07:00
42.036363636363646,2025-06-28 01:08:00
54.39411764705882,2025-06-28 01:09:00
46.483333333333334,2025-06-28 01:10:00
38.58500000000001,2025-06-28 01:11:00
59.66111111111112,2025-06-28 01:12:00
46.584210526315786,2025-06-28 01:13:00
56.32916666666667,2025-06-28 01:14:00
39.93749999999999,2025-06-28 01:15:00
46.94285714285714,2025-06-28 01:16:00
58.75500000000001,2025-06-28 01:17:00
50.11333333333333,2025-06-28 01:18:00
61.410000000000004,2025-06-28 01:19:00
52.02105263157895,2025-06-28 01:20:00
53.72941176470587,2025-06-28 01:21:00
62.9,2025-06-28 01:22:00
52.253333333333316,2025-06-28 01:23:00
50.07777777777778,2025-06-28 01:24:00
45.24444444444444,2025-06-28 01:25:00
47.34545454545453,2025-06-28 01:26:00
51.6125,2025-06-28 01:27:00
50.73636363636363,2025-06-28 01:28:00
41.721739130434784,2025-06-28 01:29:00
42.01764705882354,2025-06-28 01:30:00
47.85,2025-06-28 01:31:00
50.15172413793102,2025-06-28 01:32:00
47.97777777777779,2025-06-28 01:33:00
48.772222222222226,2025-06-28 01:34:00
36.00952380952381,2025-06-28 01:35:00
37.0,2025-06-28 01:36:00
48.4,2025-06-28 01:37:00
35.2,2025-06-28 01:38:00
55.6157894736842,2025-06-28 01:39:00
51.907999999999994,2025-06-28 01:40:00
54.103125,2025-06-28 01:41:00
41.62857142857143,2025-06-28 01:42:00
58.580769230769235,2025-06-28 01:43:00
63.464999999999996,2025-06-28 01:44:00
52.5608695652174,2025-06-28 01:45:00
49.176923076923075,2025-06-28 01:46:00
54.37333333333333,2025-06-28 01:47:00
55.270833333333336,2025-06-28 01:48:00
50.37307692307692,2025-06-28 01:49:00
37.71764705882353,2025-06-28 01:50:00
48.08125,2025-06-28 01:51:00
49.56111111111111,2025-06-28 01:52:00
45.54210526315789,2025-06-28 01:53:00
44.63157894736842,2025-06-28 01:54:00
44.400000000000006,2025-06-28 01:55:00
51.86153846153846,2025-06-28 01:56:00
41.093333333333334,2025-06-28 01:57:00
