avg,timestamp
38.3625,2025-06-28 12:00:00
54.55,2025-06-01 04:17:00
52.79523809523808,2025-06-10 17:02:00
55.18076923076923,2025-06-23 05:23:00
54.49090909090909,2025-06-05 07:20:00
39.09090909090909,2025-06-26 22:27:00
49.87368421052632,2025-06-06 01:15:00
57.611999999999995,2025-06-07 05:18:00
53.23888888888889,2025-06-19 04:31:00
53.2,2025-06-13 02:58:00
51.29999999999999,2025-06-04 09:49:00
46.352941176470594,2025-06-14 07:12:00
54.88,2025-06-20 14:52:00
52.05714285714286,2025-06-19 15:59:00
51.7,2025-06-06 12:11:00
57.37222222222223,2025-06-16 04:37:00
43.06875000000001,2025-06-05 10:00:00
48.357142857142854,2025-06-04 22:40:00
55.066666666666656,2025-06-16 01:31:00
55.419047619047625,2025-06-24 19:57:00
40.21666666666667,2025-06-15 19:58:00
56.03928571428572,2025-06-03 23:11:00
58.338888888888896,2025-06-01 08:17:00
35.225,2025-06-27 16:24:00
64.015,2025-06-08 07:44:00
48.673333333333325,2025-06-05 14:37:00
45.740909090909085,2025-06-12 11:56:00
34.864285714285714,2025-06-06 23:43:00
57.93333333333333,2025-06-16 00:07:00
43.970588235294116,2025-06-07 11:44:00
36.74642857142857,2025-06-25 18:21:00
40.99375,2025-06-08 04:14:00
49.720000000000006,2025-06-29 18:20:00
52.14400000000001,2025-06-19 14:04:00
45.26875,2025-06-05 01:10:00
50.356521739130436,2025-06-25 19:56:00
57.877272727272725,2025-06-08 12:54:00
46.87826086956521,2025-06-04 20:44:00
44.48235294117647,2025-06-10 20:15:00
43.83529411764705,2025-06-30 06:52:00
44.833333333333336,2025-06-27 18:26:00
54.934615384615384,2025-06-23 06:08:00
49.35,2025-06-15 08:30:00
55.477777777777774,2025-06-16 18:42:00
42.73,2025-06-22 09:54:00
50.31333333333334,2025-06-15 06:24:00
53.568749999999994,2025-06-18 17:46:00
55.34615384615385,2025-06-15 17:25:00
41.49999999999999,2025-06-22 15:01:00
44.330434782608684,2025-06-16 13:04:00
45.425000000000004,2025-06-21 05:48:00
57.964,2025-06-03 17:38:00
37.74736842105263,2025-06-22 05:41:00
43.9190476190476,2025-06-22 02:42:00
52.01428571428571,2025-06-01 07:59:00
36.38666666666666,2025-06-20 04:32:00
52.22777777777776,2025-06-24 08:56:00
54.82631578947369,2025-06-27 21:02:00
47.20909090909092,2025-06-19 08:45:00
50.330434782608684,2025-06-10 07:55:00
39.775000000000006,2025-06-04 14:06:00
55.748000000000005,2025-06-08 19:29:00
36.26666666666667,2025-06-18 10:35:00
45.676923076923075,2025-06-03 09:20:00
55.629166666666684,2025-06-03 20:36:00
56.54761904761904,2025-06-21 05:03:00
58.90588235294116,2025-06-23 10:33:00
41.037499999999994,2025-06-16 14:49:00
49.22083333333333,2025-06-16 22:43:00
49.98148148148148,2025-06-29 18:43:00
48.00454545454546,2025-06-15 13:46:00
50.06842105263157,2025-06-19 14:01:00
35.36363636363636,2025-06-26 11:01:00
50.72727272727274,2025-06-19 10:36:00
40.44285714285714,2025-06-18 04:29:00
40.58636363636364,2025-06-02 01:05:00
55.48076923076923,2025-06-08 13:06:00
36.25,2025-06-14 03:08:00
40.670588235294126,2025-06-12 08:51:00
71.35499999999999,2025-06-07 09:18:00
53.33809523809524,2025-06-04 06:59:00
41.75925925925926,2025-06-26 08:22:00
54.642857142857125,2025-06-14 10:40:00
41.172000000000004,2025-06-15 07:38:00
47.9076923076923,2025-06-16 08:19:00
58.958333333333336,2025-06-20 03:52:00
55.47777777777778,2025-06-28 14:57:00
55.01739130434784,2025-06-05 03:08:00
56.336842105263166,2025-06-29 18:25:00
48.72352941176471,2025-06-28 21:47:00
55.182352941176475,2025-06-24 20:34:00
49.44166666666667,2025-06-11 15:39:00
49.7,2025-06-12 01:31:00
47.81578947368421,2025-06-08 23:10:00
49.690909090909095,2025-06-06 16:44:00
52.305555555555564,2025-06-22 04:21:00
38.57826086956521,2025-06-17 21:30:00
38.522727272727266,2025-06-19 23:29:00
46.73125,2025-06-29 16:20:00
42.99411764705883,2025-06-12 16:07:00
45.29545454545454,2025-06-17 06:53:00
57.428571428571416,2025-06-19 07:47:00
54.968,2025-06-22 01:34:00
49.2576923076923,2025-06-23 22:16:00
53.4888888888889,2025-06-20 22:11:00
41.42941176470588,2025-06-17 23:45:00
52.38333333333335,2025-06-09 17:41:00
47.89444444444444,2025-06-11 03:09:00
53.88421052631579,2025-06-11 14:31:00
50.399999999999984,2025-06-21 18:41:00
46.873684210526314,2025-06-28 04:43:00
55.673684210526325,2025-06-17 22:19:00
54.82727272727273,2025-06-15 04:14:00
49.37692307692308,2025-06-08 09:09:00
57.55499999999999,2025-06-12 17:33:00
57.57692307692308,2025-06-06 19:50:00
45.93333333333334,2025-06-16 02:40:00
37.881249999999994,2025-06-12 23:37:00
54.24545454545454,2025-06-02 13:57:00
51.512499999999996,2025-06-26 12:47:00
55.94444444444444,2025-06-25 03:07:00
51.16875,2025-06-16 10:40:00
49.15909090909091,2025-06-29 17:12:00
51.05882352941176,2025-06-01 10:37:00
43.128571428571426,2025-06-09 00:42:00
47.1,2025-06-27 18:19:00
44.839999999999996,2025-06-01 16:41:00
44.5,2025-06-13 19:18:00
44.940000000000005,2025-06-13 12:39:00
48.98823529411764,2025-06-30 21:07:00
52.2888888888889,2025-06-09 20:48:00
53.22758620689655,2025-06-06 13:14:00
61.629999999999995,2025-06-08 23:55:00
54.842857142857156,2025-06-17 15:25:00
44.22380952380953,2025-06-06 19:07:00
48.66153846153846,2025-06-04 20:29:00
56.976190476190474,2025-06-29 00:51:00
47.95925925925926,2025-06-20 04:23:00
58.07499999999999,2025-06-07 07:59:00
47.42777777777778,2025-06-06 11:16:00
40.025925925925925,2025-06-12 17:46:00
54.08571428571428,2025-06-26 11:48:00
54.30833333333333,2025-06-07 18:23:00
55.49090909090908,2025-06-06 09:25:00
51.672000000000004,2025-06-05 07:06:00
49.69333333333334,2025-06-28 04:55:00
63.152941176470584,2025-06-07 08:35:00
52.08571428571428,2025-06-29 02:09:00
53.78235294117647,2025-06-13 07:28:00
56.20416666666667,2025-06-23 13:09:00
48.38823529411765,2025-06-21 03:20:00
51.60555555555555,2025-06-02 09:44:00
51.152380952380966,2025-06-26 04:39:00
49.83333333333334,2025-06-20 01:47:00
57.52941176470589,2025-06-21 01:44:00
46.99999999999999,2025-06-09 01:26:00
46.540909090909096,2025-06-06 08:14:00
60.65217391304349,2025-06-02 20:09:00
50.98333333333335,2025-06-26 02:32:00
49.95652173913044,2025-06-28 21:31:00
49.690476190476204,2025-06-10 18:53:00
58.76153846153845,2025-06-03 07:26:00
58.76249999999999,2025-06-19 01:36:00
48.62,2025-06-18 19:56:00
54.33913043478262,2025-06-05 10:11:00
46.811764705882354,2025-06-07 22:58:00
47.595000000000006,2025-06-06 07:39:00
58.04210526315791,2025-06-15 00:17:00
39.73888888888889,2025-06-14 11:51:00
45.47058823529412,2025-06-22 22:02:00
57.89285714285713,2025-06-22 03:29:00
55.61578947368421,2025-06-03 11:21:00
45.234782608695646,2025-06-04 04:25:00
45.11875,2025-06-13 07:07:00
45.224000000000004,2025-06-23 03:52:00
46.35999999999999,2025-06-22 02:00:00
41.65,2025-06-05 13:13:00
59.47058823529411,2025-06-17 00:07:00
44.406666666666666,2025-06-25 02:15:00
51.86153846153847,2025-06-27 15:30:00
55.83333333333334,2025-06-25 09:50:00
49.80952380952381,2025-06-19 00:42:00
45.65416666666667,2025-06-21 07:42:00
51.749999999999986,2025-06-17 04:15:00
50.87894736842105,2025-06-13 04:31:00
46.25,2025-06-17 15:01:00
48.873913043478254,2025-06-11 06:20:00
53.75555555555556,2025-06-06 02:37:00
45.00526315789473,2025-06-05 18:38:00
39.699999999999996,2025-06-04 03:23:00
53.55909090909092,2025-06-06 06:00:00
52.025,2025-06-13 16:12:00
53.11304347826086,2025-06-04 12:51:00
45.11363636363637,2025-06-26 04:51:00
70.13846153846154,2025-06-23 02:23:00
37.658333333333324,2025-06-15 19:08:00
47.75238095238095,2025-06-12 22:54:00
59.2578947368421,2025-06-09 08:13:00
40.795,2025-06-16 22:58:00
46.36111111111111,2025-06-29 19:25:00
38.574999999999996,2025-06-30 16:04:00
50.38695652173914,2025-06-26 08:04:00
45.82666666666667,2025-06-16 00:23:00
62.97333333333333,2025-06-28 04:54:00
57.34166666666667,2025-06-25 20:14:00
45.22727272727273,2025-06-02 05:28:00
