,timestamp,value
630758,2025-06-05 00:00:02,41.1
306390,2025-06-05 00:00:02,57.4
943898,2025-06-05 00:00:02,10.3
938211,2025-06-05 00:00:03,83.5
405593,2025-06-05 00:00:04,61.5
150228,2025-06-05 00:00:04,24.2
117354,2025-06-05 00:00:05,1.7
598268,2025-06-05 00:00:06,50.0
863541,2025-06-05 00:00:08,70.9
720771,2025-06-05 00:00:12,27.2
37556,2025-06-05 00:00:19,13.2
173577,2025-06-05 00:00:19,45.1
310389,2025-06-05 00:00:19,7.6
708844,2025-06-05 00:00:19,20.4
23729,2025-06-05 00:00:33,65.8
337656,2025-06-05 00:00:34,84.6
555443,2025-06-05 00:00:34,26.4
834703,2025-06-05 00:00:35,28.9
724661,2025-06-05 00:00:37,91.3
995629,2025-06-05 00:00:38,50.4
964183,2025-06-05 00:00:45,61.4
159988,2025-06-05 00:00:48,96.7
148807,2025-06-05 00:00:49,70.7
192395,2025-06-05 00:00:50,6.1
48453,2025-06-05 00:00:53,97.4
335679,2025-06-05 00:00:55,5.1
891530,2025-06-05 00:00:58,77.3
336511,2025-06-05 00:01:01,27.9
782489,2025-06-05 00:01:09,58.6
597578,2025-06-05 00:01:11,50.2
404035,2025-06-05 00:01:12,30.7
847394,2025-06-05 00:01:13,97.8
865518,2025-06-05 00:01:15,38.7
270222,2025-06-05 00:01:15,27.7
576359,2025-06-05 00:01:20,57.5
609410,2025-06-05 00:01:26,35.8
38224,2025-06-05 00:01:28,64.5
944022,2025-06-05 00:01:30,66.3
780558,2025-06-05 00:01:30,8.9
515986,2025-06-05 00:01:37,13.9
386475,2025-06-05 00:01:43,95.1
79341,2025-06-05 00:01:52,61.7
588480,2025-06-05 00:01:59,79.3
896320,2025-06-05 00:02:03,2.9
300674,2025-06-05 00:02:09,71.5
693482,2025-06-05 00:02:13,11.2
551377,2025-06-05 00:02:20,71.5
823798,2025-06-05 00:02:22,88.5
992052,2025-06-05 00:02:24,14.8
326576,2025-06-05 00:02:27,13.4
744631,2025-06-05 00:02:27,27.0
176580,2025-06-05 00:02:30,16.8
733265,2025-06-05 00:02:31,83.4
903888,2025-06-05 00:02:38,40.8
