,timestamp,value
772615,2025-06-23 00:00:07,23.1
154426,2025-06-23 00:00:08,74.5
837454,2025-06-23 00:00:09,42.4
134167,2025-06-23 00:00:10,84.6
854315,2025-06-23 00:00:13,87.9
258543,2025-06-23 00:00:21,94.8
160524,2025-06-23 00:00:31,26.6
584917,2025-06-23 00:00:32,73.4
498549,2025-06-23 00:00:32,73.2
670532,2025-06-23 00:00:32,90.5
508538,2025-06-23 00:00:35,7.8
112242,2025-06-23 00:00:35,27.2
51959,2025-06-23 00:00:41,72.4
877826,2025-06-23 00:00:45,93.5
314926,2025-06-23 00:00:47,30.7
824688,2025-06-23 00:00:52,6.3
66381,2025-06-23 00:00:52,22.4
716521,2025-06-23 00:00:56,32.4
53791,2025-06-23 00:00:58,25.2
35240,2025-06-23 00:00:59,16.0
940744,2025-06-23 00:01:00,95.6
189436,2025-06-23 00:01:04,12.7
753001,2025-06-23 00:01:05,87.0
171732,2025-06-23 00:01:13,50.3
415799,2025-06-23 00:01:21,3.5
570013,2025-06-23 00:01:23,43.5
846594,2025-06-23 00:01:26,22.1
587474,2025-06-23 00:01:26,9.6
75442,2025-06-23 00:01:28,86.7
518395,2025-06-23 00:01:32,92.2
994539,2025-06-23 00:01:41,31.8
489138,2025-06-23 00:01:51,23.1
591633,2025-06-23 00:01:52,51.7
807082,2025-06-23 00:01:52,2.4
844747,2025-06-23 00:01:53,85.9
777900,2025-06-23 00:01:55,7.1
863054,2025-06-23 00:01:55,61.3
900253,2025-06-23 00:02:07,9.8
968945,2025-06-23 00:02:13,21.1
91899,2025-06-23 00:02:14,66.2
161333,2025-06-23 00:02:15,7.2
45880,2025-06-23 00:02:24,34.7
167624,2025-06-23 00:02:25,29.1
292405,2025-06-23 00:02:26,27.0
451337,2025-06-23 00:02:27,44.6
66615,2025-06-23 00:02:28,75.9
69115,2025-06-23 00:02:30,42.5
506764,2025-06-23 00:02:31,41.0
188054,2025-06-23 00:02:31,71.4
729062,2025-06-23 00:02:35,18.6
252331,2025-06-23 00:02:35,38.7
333778,2025-06-23 00:02:36,92.4
204563,2025-06-23 00:02:39,36.2
135416,2025-06-23 00:02:40,5.8
316320,2025-06-23 00:02:40,96.1
929811,2025-06-23 00:02:42,84.2
905017,2025-06-23 00:02:44,28.1
234156,2025-06-23 00:02:46,90.9
574451,2025-06-23 00:02:48,20.0
26335,2025-06-23 00:02:48,36.3
110498,2025-06-23 00:02:48,27.8
708416,2025-06-23 00:02:55,70.0
737068,2025-06-23 00:03:01,63.0
342700,2025-06-23 00:03:02,17.8
624504,2025-06-23 00:03:07,19.5
354535,2025-06-23 00:03:09,32.1
235622,2025-06-23 00:03:13,57.9
409157,2025-06-23 00:03:13,79.2
161620,2025-06-23 00:03:17,80.9
403627,2025-06-23 00:03:22,21.2
47918,2025-06-23 00:03:26,82.5
11071,2025-06-23 00:03:31,86.3
39706,2025-06-23 00:03:33,46.3
431291,2025-06-23 00:03:40,15.2
902289,2025-06-23 00:03:44,84.1
166968,2025-06-23 00:03:44,98.3
459642,2025-06-23 00:03:45,1.4
186490,2025-06-23 00:03:47,7.4
79266,2025-06-23 00:03:50,32.5
355981,2025-06-23 00:03:53,27.8
861056,2025-06-23 00:03:54,22.6
603336,2025-06-23 00:03:58,73.1
701026,2025-06-23 00:03:59,84.2
649198,2025-06-23 00:04:05,10.1
272435,2025-06-23 00:04:05,66.3
590520,2025-06-23 00:04:06,31.1
178633,2025-06-23 00:04:10,56.2
830561,2025-06-23 00:04:11,62.9
830597,2025-06-23 00:04:12,81.5
469828,2025-06-23 00:04:16,65.9
825876,2025-06-23 00:04:22,20.9
190974,2025-06-23 00:04:23,17.7
921024,2025-06-23 00:04:26,87.5
631774,2025-06-23 00:04:38,1.5
352539,2025-06-23 00:04:41,52.9
203122,2025-06-23 00:04:46,27.2
450029,2025-06-23 00:04:50,14.3
488974,2025-06-23 00:04:52,36.8
739626,2025-06-23 00:05:02,58.4
30483,2025-06-23 00:05:04,89.2
234275,2025-06-23 00:05:06,16.1
801895,2025-06-23 00:05:08,21.5
403104,2025-06-23 00:05:10,71.5
857557,2025-06-23 00:05:11,94.8
450355,2025-06-23 00:05:18,55.4
90650,2025-06-23 00:05:20,27.1
249926,2025-06-23 00:05:20,50.6
992744,2025-06-23 00:05:27,62.0
444159,2025-06-23 00:05:32,82.6
43897,2025-06-23 00:05:33,59.0
158436,2025-06-23 00:05:34,3.2
888466,2025-06-23 00:05:34,35.7
790233,2025-06-23 00:05:36,97.0
94125,2025-06-23 00:05:37,68.9
