,timestamp,value
319192,2025-06-20 00:00:00,95.2
212808,2025-06-20 00:00:01,91.5
996906,2025-06-20 00:00:26,37.4
747431,2025-06-20 00:00:30,34.3
723684,2025-06-20 00:00:30,62.8
93480,2025-06-20 00:00:31,79.7
913681,2025-06-20 00:00:40,34.8
39372,2025-06-20 00:00:43,28.0
319039,2025-06-20 00:00:44,34.1
326368,2025-06-20 00:00:44,74.0
435801,2025-06-20 00:00:46,13.6
781649,2025-06-20 00:00:46,42.0
300613,2025-06-20 00:00:48,41.5
725260,2025-06-20 00:00:52,40.5
716647,2025-06-20 00:00:59,87.1
297478,2025-06-20 00:01:06,61.8
878062,2025-06-20 00:01:10,92.0
820825,2025-06-20 00:01:11,70.3
182546,2025-06-20 00:01:12,46.2
229669,2025-06-20 00:01:24,44.9
688391,2025-06-20 00:01:26,20.5
780046,2025-06-20 00:01:35,97.6
223293,2025-06-20 00:01:36,72.5
713282,2025-06-20 00:01:44,41.7
37590,2025-06-20 00:01:45,22.2
137707,2025-06-20 00:01:46,35.3
817336,2025-06-20 00:01:49,30.8
890419,2025-06-20 00:01:51,75.1
215330,2025-06-20 00:01:54,8.2
424827,2025-06-20 00:01:55,4.4
215736,2025-06-20 00:01:56,88.8
652425,2025-06-20 00:01:58,81.8
234307,2025-06-20 00:02:00,76.0
942008,2025-06-20 00:02:08,4.7
906311,2025-06-20 00:02:15,26.2
430791,2025-06-20 00:02:18,30.2
909874,2025-06-20 00:02:18,71.4
464095,2025-06-20 00:02:20,76.8
132921,2025-06-20 00:02:26,36.3
780894,2025-06-20 00:02:26,67.0
741185,2025-06-20 00:02:28,26.9
20485,2025-06-20 00:02:29,8.3
146642,2025-06-20 00:02:35,57.4
70141,2025-06-20 00:02:38,28.3
753792,2025-06-20 00:02:46,82.8
352895,2025-06-20 00:02:46,24.9
364499,2025-06-20 00:02:49,88.1
27316,2025-06-20 00:02:53,28.5
984688,2025-06-20 00:02:54,83.4
215515,2025-06-20 00:02:55,18.9
437833,2025-06-20 00:02:58,8.1
975996,2025-06-20 00:03:04,68.7
791455,2025-06-20 00:03:09,87.1
233257,2025-06-20 00:03:10,56.0
540646,2025-06-20 00:03:10,51.5
512637,2025-06-20 00:03:14,46.2
123881,2025-06-20 00:03:17,20.8
674346,2025-06-20 00:03:19,19.1
74532,2025-06-20 00:03:23,57.1
765366,2025-06-20 00:03:25,71.1
802788,2025-06-20 00:03:33,25.8
801343,2025-06-20 00:03:35,60.2
637298,2025-06-20 00:03:36,34.9
577173,2025-06-20 00:03:37,33.9
267982,2025-06-20 00:03:42,33.7
665324,2025-06-20 00:03:45,43.6
146335,2025-06-20 00:03:46,2.6
259757,2025-06-20 00:03:46,37.7
542167,2025-06-20 00:03:51,2.0
220167,2025-06-20 00:03:51,98.6
1398,2025-06-20 00:03:51,3.1
149001,2025-06-20 00:03:53,32.2
174199,2025-06-20 00:03:58,12.5
564422,2025-06-20 00:03:59,41.6
986986,2025-06-20 00:04:02,37.6
31576,2025-06-20 00:04:10,53.0
245026,2025-06-20 00:04:12,86.9
29663,2025-06-20 00:04:13,12.8
164054,2025-06-20 00:04:15,72.7
516998,2025-06-20 00:04:15,58.7
11435,2025-06-20 00:04:24,82.4
181943,2025-06-20 00:04:24,29.7
246802,2025-06-20 00:04:32,51.2
711246,2025-06-20 00:04:38,52.2
103763,2025-06-20 00:04:39,74.7
221457,2025-06-20 00:04:41,72.6
555749,2025-06-20 00:04:43,88.2
114418,2025-06-20 00:04:44,46.5
990046,2025-06-20 00:04:47,61.7
504394,2025-06-20 00:04:50,32.5
90590,2025-06-20 00:04:54,79.2
744345,2025-06-20 00:04:56,5.5
762149,2025-06-20 00:05:03,78.5
384204,2025-06-20 00:05:08,73.3
572992,2025-06-20 00:05:08,14.1
424549,2025-06-20 00:05:13,77.1
317841,2025-06-20 00:05:16,89.7
322979,2025-06-20 00:05:17,44.1
579676,2025-06-20 00:05:24,33.5
216621,2025-06-20 00:05:25,30.8
262156,2025-06-20 00:05:25,40.1
706462,2025-06-20 00:05:27,23.2
787646,2025-06-20 00:05:32,95.3
307783,2025-06-20 00:05:33,87.2
325102,2025-06-20 00:05:33,95.7
525898,2025-06-20 00:05:34,33.6
999402,2025-06-20 00:05:37,96.1
854715,2025-06-20 00:05:51,80.4
838888,2025-06-20 00:05:59,98.5
90765,2025-06-20 00:05:59,7.3
79472,2025-06-20 00:06:00,64.4
232463,2025-06-20 00:06:01,5.6
300431,2025-06-20 00:06:01,63.9
893351,2025-06-20 00:06:02,13.2
588949,2025-06-20 00:06:04,72.2
382859,2025-06-20 00:06:06,71.5
441061,2025-06-20 00:06:12,74.7
637848,2025-06-20 00:06:18,22.1
276433,2025-06-20 00:06:23,38.2
588780,2025-06-20 00:06:25,6.8
769032,2025-06-20 00:06:25,69.1
395042,2025-06-20 00:06:27,65.3
588126,2025-06-20 00:06:32,1.0
753743,2025-06-20 00:06:32,17.0
541932,2025-06-20 00:06:33,76.3
816288,2025-06-20 00:06:35,35.5
655307,2025-06-20 00:06:37,63.7
652034,2025-06-20 00:06:38,1.1
82548,2025-06-20 00:06:39,92.5
91125,2025-06-20 00:06:54,1.4
559177,2025-06-20 00:07:01,55.4
842815,2025-06-20 00:07:02,58.4
66586,2025-06-20 00:07:03,33.7
75410,2025-06-20 00:07:09,88.4
406739,2025-06-20 00:07:09,87.0
557271,2025-06-20 00:07:11,60.2
621221,2025-06-20 00:07:17,23.8
23397,2025-06-20 00:07:18,4.0
272539,2025-06-20 00:07:18,38.4
978684,2025-06-20 00:07:18,80.5
153971,2025-06-20 00:07:22,41.0
705745,2025-06-20 00:07:26,28.7
569462,2025-06-20 00:07:29,37.4
934042,2025-06-20 00:07:34,48.6
757230,2025-06-20 00:07:36,15.8
517675,2025-06-20 00:07:37,37.6
674243,2025-06-20 00:07:39,31.8
608271,2025-06-20 00:07:40,21.9
237116,2025-06-20 00:07:40,56.0
445743,2025-06-20 00:07:42,44.8
497828,2025-06-20 00:07:42,21.0
663708,2025-06-20 00:07:47,92.2
292481,2025-06-20 00:07:49,38.1
579962,2025-06-20 00:07:50,44.8
728385,2025-06-20 00:07:56,85.0
747331,2025-06-20 00:07:57,10.8
486697,2025-06-20 00:07:57,79.1
320541,2025-06-20 00:08:04,93.3
540925,2025-06-20 00:08:05,34.5
8565,2025-06-20 00:08:07,27.5
252504,2025-06-20 00:08:08,72.6
816794,2025-06-20 00:08:09,41.6
492108,2025-06-20 00:08:09,31.3
14001,2025-06-20 00:08:11,19.4
763986,2025-06-20 00:08:12,54.6
241746,2025-06-20 00:08:13,16.6
128788,2025-06-20 00:08:15,34.0
271101,2025-06-20 00:08:17,59.5
427301,2025-06-20 00:08:18,53.1
887885,2025-06-20 00:08:20,32.9
62029,2025-06-20 00:08:22,96.9
704179,2025-06-20 00:08:23,44.9
285637,2025-06-20 00:08:24,9.3
457726,2025-06-20 00:08:26,50.6
736964,2025-06-20 00:08:31,31.4
150962,2025-06-20 00:08:34,62.9
487891,2025-06-20 00:08:42,12.1
867415,2025-06-20 00:08:42,14.9
394577,2025-06-20 00:08:45,12.6
491971,2025-06-20 00:08:46,77.9
510714,2025-06-20 00:08:53,16.6
761482,2025-06-20 00:08:55,97.8
489216,2025-06-20 00:08:57,89.8
467474,2025-06-20 00:08:59,90.8
133461,2025-06-20 00:09:03,91.3
106340,2025-06-20 00:09:04,2.7
844249,2025-06-20 00:09:04,9.2
814048,2025-06-20 00:09:05,3.9
33623,2025-06-20 00:09:15,40.6
75313,2025-06-20 00:09:20,65.5
510549,2025-06-20 00:09:23,92.3
170007,2025-06-20 00:09:23,87.6
326043,2025-06-20 00:09:28,64.6
443503,2025-06-20 00:09:31,74.3
331900,2025-06-20 00:09:37,95.0
380889,2025-06-20 00:09:37,2.4
874822,2025-06-20 00:09:39,90.3
414692,2025-06-20 00:09:41,9.1
335442,2025-06-20 00:09:42,64.2
661775,2025-06-20 00:09:42,8.8
711359,2025-06-20 00:09:43,55.4
138056,2025-06-20 00:09:44,91.1
549826,2025-06-20 00:09:45,59.1
115821,2025-06-20 00:09:45,97.7
943379,2025-06-20 00:09:47,74.3
107502,2025-06-20 00:09:57,22.8
996956,2025-06-20 00:10:02,52.7
107132,2025-06-20 00:10:10,56.7
784399,2025-06-20 00:10:11,87.3
56574,2025-06-20 00:10:19,78.7
617391,2025-06-20 00:10:21,6.0
469283,2025-06-20 00:10:22,18.1
256387,2025-06-20 00:10:22,15.4
641120,2025-06-20 00:10:29,10.0
627396,2025-06-20 00:10:36,20.5
913435,2025-06-20 00:10:39,48.6
329285,2025-06-20 00:10:41,99.2
800943,2025-06-20 00:10:41,73.1
469101,2025-06-20 00:10:50,98.0
848869,2025-06-20 00:10:52,84.1
292417,2025-06-20 00:10:54,15.8
943237,2025-06-20 00:10:56,96.1
671385,2025-06-20 00:10:58,45.4
