,timestamp,value
87771,2025-06-17 00:00:00,81.0
552590,2025-06-17 00:00:03,81.7
68929,2025-06-17 00:00:06,18.9
488074,2025-06-17 00:00:11,18.7
16517,2025-06-17 00:00:12,25.9
56256,2025-06-17 00:00:16,97.4
703528,2025-06-17 00:00:19,71.5
687101,2025-06-17 00:00:26,39.0
458597,2025-06-17 00:00:29,41.6
503849,2025-06-17 00:00:30,36.4
335255,2025-06-17 00:00:39,31.9
383659,2025-06-17 00:00:42,54.9
827287,2025-06-17 00:00:44,41.4
577871,2025-06-17 00:00:49,17.9
991499,2025-06-17 00:00:50,72.2
46577,2025-06-17 00:00:51,0.3
443537,2025-06-17 00:00:54,6.4
488404,2025-06-17 00:01:02,53.3
738295,2025-06-17 00:01:06,78.4
68583,2025-06-17 00:01:10,83.4
205082,2025-06-17 00:01:12,86.4
456619,2025-06-17 00:01:16,74.4
127103,2025-06-17 00:01:19,74.2
784706,2025-06-17 00:01:24,53.8
821184,2025-06-17 00:01:27,0.0
698898,2025-06-17 00:01:28,40.2
960465,2025-06-17 00:01:31,93.4
645595,2025-06-17 00:01:33,10.4
746295,2025-06-17 00:01:48,23.2
867801,2025-06-17 00:01:50,24.5
894114,2025-06-17 00:01:52,5.3
753455,2025-06-17 00:01:52,54.3
814465,2025-06-17 00:01:59,99.2
586312,2025-06-17 00:02:02,46.4
607855,2025-06-17 00:02:08,94.5
450106,2025-06-17 00:02:10,97.6
301220,2025-06-17 00:02:11,91.4
199418,2025-06-17 00:02:16,94.9
238814,2025-06-17 00:02:23,62.2
293965,2025-06-17 00:02:26,17.1
22731,2025-06-17 00:02:26,76.7
396194,2025-06-17 00:02:31,69.5
699506,2025-06-17 00:02:44,58.6
452148,2025-06-17 00:02:46,56.2
766064,2025-06-17 00:02:51,15.4
859442,2025-06-17 00:02:52,9.2
237483,2025-06-17 00:02:52,10.2
557723,2025-06-17 00:02:55,9.2
926115,2025-06-17 00:03:01,44.5
940802,2025-06-17 00:03:04,7.3
537426,2025-06-17 00:03:07,28.0
301813,2025-06-17 00:03:20,7.1
24484,2025-06-17 00:03:26,25.4
535467,2025-06-17 00:03:27,50.3
45098,2025-06-17 00:03:28,48.5
804942,2025-06-17 00:03:35,52.9
646415,2025-06-17 00:03:35,69.0
41694,2025-06-17 00:03:36,56.7
230767,2025-06-17 00:03:36,73.8
891456,2025-06-17 00:03:37,57.9
395940,2025-06-17 00:03:40,18.0
346156,2025-06-17 00:03:44,57.3
802344,2025-06-17 00:03:49,56.6
753418,2025-06-17 00:03:49,2.6
351047,2025-06-17 00:03:57,4.4
755899,2025-06-17 00:03:57,32.0
509970,2025-06-17 00:04:06,8.1
345718,2025-06-17 00:04:09,33.5
155778,2025-06-17 00:04:12,42.4
915263,2025-06-17 00:04:14,64.8
565057,2025-06-17 00:04:15,84.4
894566,2025-06-17 00:04:17,86.2
