,timestamp,value
919037,2025-06-24 00:00:10,75.6
424220,2025-06-24 00:00:10,90.6
339131,2025-06-24 00:00:14,68.0
220148,2025-06-24 00:00:22,66.2
715898,2025-06-24 00:00:22,85.6
933052,2025-06-24 00:00:27,51.3
280788,2025-06-24 00:00:30,19.1
387413,2025-06-24 00:00:34,26.8
404655,2025-06-24 00:00:39,46.1
216658,2025-06-24 00:00:41,39.3
204562,2025-06-24 00:00:41,0.3
720613,2025-06-24 00:00:41,50.4
615229,2025-06-24 00:00:42,86.6
123723,2025-06-24 00:00:54,30.3
490193,2025-06-24 00:00:55,83.9
950798,2025-06-24 00:00:59,12.3
718309,2025-06-24 00:01:11,87.6
591175,2025-06-24 00:01:16,17.9
777268,2025-06-24 00:01:18,41.2
932838,2025-06-24 00:01:24,34.9
338898,2025-06-24 00:01:26,50.3
858933,2025-06-24 00:01:27,91.1
597444,2025-06-24 00:01:28,53.2
727179,2025-06-24 00:01:36,79.5
596592,2025-06-24 00:01:37,76.5
760631,2025-06-24 00:01:38,19.3
239726,2025-06-24 00:01:40,51.7
897908,2025-06-24 00:01:42,57.6
407413,2025-06-24 00:01:46,51.5
419017,2025-06-24 00:01:50,79.8
104578,2025-06-24 00:01:52,36.4
249532,2025-06-24 00:01:52,27.2
376197,2025-06-24 00:01:53,6.9
480401,2025-06-24 00:01:56,8.6
491455,2025-06-24 00:01:58,82.8
404585,2025-06-24 00:02:00,65.4
674470,2025-06-24 00:02:03,89.4
957336,2025-06-24 00:02:05,1.1
640388,2025-06-24 00:02:06,71.7
104077,2025-06-24 00:02:08,2.5
261303,2025-06-24 00:02:11,41.1
95424,2025-06-24 00:02:14,34.1
644820,2025-06-24 00:02:28,8.4
710003,2025-06-24 00:02:30,21.8
83764,2025-06-24 00:02:30,12.1
164276,2025-06-24 00:02:31,32.3
880871,2025-06-24 00:02:34,44.5
190638,2025-06-24 00:02:37,65.6
867110,2025-06-24 00:02:38,53.6
877338,2025-06-24 00:02:40,70.5
258411,2025-06-24 00:02:40,40.3
669919,2025-06-24 00:02:42,18.5
713177,2025-06-24 00:02:45,90.6
305773,2025-06-24 00:02:45,85.1
728000,2025-06-24 00:02:50,2.8
580437,2025-06-24 00:02:51,60.3
163140,2025-06-24 00:02:53,41.6
202921,2025-06-24 00:02:55,81.0
446653,2025-06-24 00:02:59,91.7
529099,2025-06-24 00:03:00,2.8
939990,2025-06-24 00:03:02,15.6
134901,2025-06-24 00:03:03,82.2
729992,2025-06-24 00:03:09,27.7
839821,2025-06-24 00:03:09,36.7
752444,2025-06-24 00:03:12,65.5
381642,2025-06-24 00:03:12,34.6
246386,2025-06-24 00:03:12,13.1
448048,2025-06-24 00:03:13,51.1
337693,2025-06-24 00:03:14,17.0
405100,2025-06-24 00:03:15,9.8
856359,2025-06-24 00:03:18,64.7
522047,2025-06-24 00:03:18,73.9
694136,2025-06-24 00:03:21,60.3
410892,2025-06-24 00:03:25,26.4
280452,2025-06-24 00:03:33,13.0
800141,2025-06-24 00:03:33,3.3
772001,2025-06-24 00:03:35,93.3
26289,2025-06-24 00:03:35,80.5
223495,2025-06-24 00:03:36,61.9
978455,2025-06-24 00:03:42,29.8
921612,2025-06-24 00:03:42,45.9
194629,2025-06-24 00:03:48,81.1
7236,2025-06-24 00:03:48,93.1
701405,2025-06-24 00:03:50,79.6
446706,2025-06-24 00:03:50,25.0
110851,2025-06-24 00:03:54,38.9
270986,2025-06-24 00:03:54,10.2
735024,2025-06-24 00:03:57,85.0
785908,2025-06-24 00:04:00,51.6
311916,2025-06-24 00:04:02,88.0
158558,2025-06-24 00:04:05,53.4
954652,2025-06-24 00:04:08,74.1
814167,2025-06-24 00:04:19,80.8
957741,2025-06-24 00:04:31,21.2
849830,2025-06-24 00:04:33,42.5
346080,2025-06-24 00:04:45,41.7
355457,2025-06-24 00:04:45,65.7
692888,2025-06-24 00:04:47,71.2
605414,2025-06-24 00:04:48,16.4
827044,2025-06-24 00:04:48,31.6
449090,2025-06-24 00:04:50,9.2
351299,2025-06-24 00:04:51,80.1
83768,2025-06-24 00:04:55,5.9
451356,2025-06-24 00:04:55,30.8
586269,2025-06-24 00:04:56,60.3
717892,2025-06-24 00:05:07,52.2
975820,2025-06-24 00:05:09,13.6
588494,2025-06-24 00:05:11,38.9
754476,2025-06-24 00:05:19,5.9
257049,2025-06-24 00:05:25,46.9
65129,2025-06-24 00:05:27,49.4
849062,2025-06-24 00:05:27,62.6
749162,2025-06-24 00:05:29,74.0
339995,2025-06-24 00:05:31,0.8
673177,2025-06-24 00:05:41,16.1
148272,2025-06-24 00:05:41,20.5
633680,2025-06-24 00:05:44,53.8
655118,2025-06-24 00:05:46,27.9
761438,2025-06-24 00:05:48,24.0
500385,2025-06-24 00:05:51,88.2
586628,2025-06-24 00:05:53,40.3
450374,2025-06-24 00:06:00,73.3
868260,2025-06-24 00:06:01,41.4
462136,2025-06-24 00:06:03,10.0
41376,2025-06-24 00:06:03,0.1
600319,2025-06-24 00:06:04,35.4
194175,2025-06-24 00:06:04,3.0
997792,2025-06-24 00:06:07,6.6
509886,2025-06-24 00:06:08,74.4
929900,2025-06-24 00:06:09,91.9
424923,2025-06-24 00:06:09,17.6
380504,2025-06-24 00:06:14,81.8
449,2025-06-24 00:06:24,53.9
445295,2025-06-24 00:06:25,86.6
433038,2025-06-24 00:06:28,57.0
229659,2025-06-24 00:06:29,58.9
875950,2025-06-24 00:06:29,59.0
322062,2025-06-24 00:06:30,14.9
397159,2025-06-24 00:06:31,25.9
184909,2025-06-24 00:06:34,27.6
162254,2025-06-24 00:06:35,72.1
377104,2025-06-24 00:06:35,21.2
979504,2025-06-24 00:06:36,85.0
604063,2025-06-24 00:06:38,74.5
777803,2025-06-24 00:06:41,75.2
814872,2025-06-24 00:06:44,52.2
772752,2025-06-24 00:06:51,94.9
605159,2025-06-24 00:07:00,20.7
441363,2025-06-24 00:07:07,74.1
940704,2025-06-24 00:07:09,3.8
133056,2025-06-24 00:07:09,29.6
57188,2025-06-24 00:07:09,19.7
389540,2025-06-24 00:07:12,40.5
770000,2025-06-24 00:07:17,80.8
144691,2025-06-24 00:07:21,51.9
869353,2025-06-24 00:07:23,5.4
297370,2025-06-24 00:07:24,97.6
973108,2025-06-24 00:07:25,53.0
271413,2025-06-24 00:07:33,66.1
178993,2025-06-24 00:07:38,34.9
45240,2025-06-24 00:07:40,23.3
282183,2025-06-24 00:07:44,28.9
630888,2025-06-24 00:07:46,21.0
493707,2025-06-24 00:07:52,44.5
910900,2025-06-24 00:07:52,99.2
857095,2025-06-24 00:07:57,69.4
266246,2025-06-24 00:07:57,72.2
585464,2025-06-24 00:08:09,45.1
491054,2025-06-24 00:08:12,87.9
953489,2025-06-24 00:08:12,26.7
869023,2025-06-24 00:08:21,79.8
225241,2025-06-24 00:08:27,9.5
902437,2025-06-24 00:08:33,90.0
398595,2025-06-24 00:08:39,88.4
166027,2025-06-24 00:08:40,55.3
782215,2025-06-24 00:08:40,64.7
248817,2025-06-24 00:08:52,85.7
736501,2025-06-24 00:08:52,92.0
40656,2025-06-24 00:08:53,25.1
626459,2025-06-24 00:08:54,75.7
265869,2025-06-24 00:08:54,90.9
339205,2025-06-24 00:08:56,63.2
933723,2025-06-24 00:09:02,9.2
674797,2025-06-24 00:09:03,62.6
57040,2025-06-24 00:09:04,89.5
674171,2025-06-24 00:09:05,76.3
3843,2025-06-24 00:09:07,14.8
190455,2025-06-24 00:09:14,85.3
284742,2025-06-24 00:09:14,46.4
988900,2025-06-24 00:09:15,41.5
320378,2025-06-24 00:09:16,15.6
171982,2025-06-24 00:09:18,17.3
144054,2025-06-24 00:09:24,82.1
201516,2025-06-24 00:09:25,13.0
570929,2025-06-24 00:09:30,85.1
611372,2025-06-24 00:09:37,68.4
470418,2025-06-24 00:09:37,14.6
759047,2025-06-24 00:09:39,80.2
721819,2025-06-24 00:09:50,36.8
419884,2025-06-24 00:09:52,11.5
726925,2025-06-24 00:09:54,39.3
922013,2025-06-24 00:09:56,61.7
592225,2025-06-24 00:10:05,97.5
792875,2025-06-24 00:10:08,91.6
784828,2025-06-24 00:10:12,30.7
22371,2025-06-24 00:10:14,54.9
228979,2025-06-24 00:10:20,8.7
467128,2025-06-24 00:10:20,99.2
810418,2025-06-24 00:10:27,7.1
51012,2025-06-24 00:10:28,78.3
321230,2025-06-24 00:10:29,72.6
927120,2025-06-24 00:10:39,85.3
740129,2025-06-24 00:10:40,13.1
548817,2025-06-24 00:10:43,39.6
18714,2025-06-24 00:10:45,3.5
446965,2025-06-24 00:10:52,61.1
17069,2025-06-24 00:11:05,60.2
901073,2025-06-24 00:11:09,24.2
438692,2025-06-24 00:11:10,95.9
437902,2025-06-24 00:11:14,25.0
633666,2025-06-24 00:11:19,60.6
962646,2025-06-24 00:11:21,68.6
674569,2025-06-24 00:11:22,27.7
848806,2025-06-24 00:11:24,57.9
90775,2025-06-24 00:11:26,63.5
757996,2025-06-24 00:11:26,18.7
890288,2025-06-24 00:11:36,63.9
992866,2025-06-24 00:11:37,89.4
988010,2025-06-24 00:11:38,6.1
466945,2025-06-24 00:11:39,14.1
748167,2025-06-24 00:11:40,12.9
225106,2025-06-24 00:11:44,20.5
657842,2025-06-24 00:11:45,73.4
72453,2025-06-24 00:11:48,97.0
679831,2025-06-24 00:11:52,88.0
365631,2025-06-24 00:11:52,27.7
533593,2025-06-24 00:11:53,10.9
246582,2025-06-24 00:11:58,72.1
876829,2025-06-24 00:12:02,21.4
630287,2025-06-24 00:12:11,63.1
