,timestamp,value
947960,2025-06-01 00:00:05,31.7
494131,2025-06-01 00:00:06,56.1
681093,2025-06-01 00:00:07,86.7
828581,2025-06-01 00:00:08,44.5
89325,2025-06-01 00:00:17,36.6
817346,2025-06-01 00:00:28,53.9
548634,2025-06-01 00:00:32,21.6
814640,2025-06-01 00:00:32,79.3
665040,2025-06-01 00:00:37,53.3
728147,2025-06-01 00:00:39,90.4
633159,2025-06-01 00:00:41,87.3
357997,2025-06-01 00:00:45,80.9
262505,2025-06-01 00:00:47,32.3
873046,2025-06-01 00:00:58,21.7
428444,2025-06-01 00:00:59,38.8
566979,2025-06-01 00:01:00,29.8
814733,2025-06-01 00:01:02,53.9
164155,2025-06-01 00:01:04,68.8
876277,2025-06-01 00:01:05,29.4
646891,2025-06-01 00:01:07,29.4
838007,2025-06-01 00:01:09,91.3
950266,2025-06-01 00:01:15,4.6
567076,2025-06-01 00:01:17,75.2
431017,2025-06-01 00:01:18,0.3
94513,2025-06-01 00:01:18,35.4
115824,2025-06-01 00:01:20,96.5
872852,2025-06-01 00:01:22,57.8
808950,2025-06-01 00:01:22,38.1
932817,2025-06-01 00:01:28,12.2
984386,2025-06-01 00:01:28,30.5
181662,2025-06-01 00:01:32,94.9
56198,2025-06-01 00:01:36,74.2
918377,2025-06-01 00:01:38,76.2
219361,2025-06-01 00:01:47,24.7
545909,2025-06-01 00:01:49,72.1
760010,2025-06-01 00:01:49,71.4
888676,2025-06-01 00:01:52,12.1
87038,2025-06-01 00:01:53,6.1
605129,2025-06-01 00:01:56,45.7
649126,2025-06-01 00:01:57,6.0
734496,2025-06-01 00:01:57,76.9
726947,2025-06-01 00:01:58,51.1
612135,2025-06-01 00:01:59,49.7
799847,2025-06-01 00:02:00,98.7
973994,2025-06-01 00:02:02,41.1
343459,2025-06-01 00:02:04,15.3
355259,2025-06-01 00:02:07,70.0
978706,2025-06-01 00:02:08,74.1
790804,2025-06-01 00:02:08,56.5
838934,2025-06-01 00:02:18,61.5
270293,2025-06-01 00:02:25,53.9
372201,2025-06-01 00:02:26,22.5
109402,2025-06-01 00:02:30,72.7
710219,2025-06-01 00:02:33,78.6
388240,2025-06-01 00:02:38,2.4
12562,2025-06-01 00:02:42,49.6
702997,2025-06-01 00:02:46,56.9
208650,2025-06-01 00:02:47,74.3
334025,2025-06-01 00:02:51,14.9
107140,2025-06-01 00:02:53,32.9
214194,2025-06-01 00:02:57,64.1
838603,2025-06-01 00:02:57,15.0
912474,2025-06-01 00:03:02,79.3
881633,2025-06-01 00:03:04,57.4
379784,2025-06-01 00:03:11,39.0
543738,2025-06-01 00:03:13,81.1
172032,2025-06-01 00:03:22,42.6
412356,2025-06-01 00:03:23,33.1
896360,2025-06-01 00:03:23,51.7
207089,2025-06-01 00:03:24,59.2
67849,2025-06-01 00:03:27,0.5
146622,2025-06-01 00:03:28,14.8
413100,2025-06-01 00:03:30,89.8
559773,2025-06-01 00:03:31,24.3
858958,2025-06-01 00:03:31,61.9
863483,2025-06-01 00:03:36,42.0
75933,2025-06-01 00:03:36,80.2
155090,2025-06-01 00:03:37,35.2
192036,2025-06-01 00:03:40,16.3
47434,2025-06-01 00:03:40,70.6
200660,2025-06-01 00:03:40,76.6
979130,2025-06-01 00:03:42,46.1
252967,2025-06-01 00:03:42,52.1
98032,2025-06-01 00:03:43,11.0
225232,2025-06-01 00:03:48,68.2
62474,2025-06-01 00:03:55,96.6
417794,2025-06-01 00:04:00,5.0
366805,2025-06-01 00:04:04,22.9
29125,2025-06-01 00:04:13,66.1
559516,2025-06-01 00:04:13,43.2
588962,2025-06-01 00:04:20,3.7
29455,2025-06-01 00:04:29,75.9
545946,2025-06-01 00:04:30,93.7
419705,2025-06-01 00:04:39,90.3
735245,2025-06-01 00:04:49,69.0
136698,2025-06-01 00:04:50,40.3
913346,2025-06-01 00:04:56,93.4
690002,2025-06-01 00:04:58,82.7
118955,2025-06-01 00:04:59,79.9
883993,2025-06-01 00:05:05,89.5
791032,2025-06-01 00:05:10,81.1
78650,2025-06-01 00:05:10,22.9
869551,2025-06-01 00:05:11,60.4
724974,2025-06-01 00:05:12,52.9
428174,2025-06-01 00:05:12,20.8
587288,2025-06-01 00:05:14,81.5
612700,2025-06-01 00:05:15,69.8
934206,2025-06-01 00:05:17,61.7
856485,2025-06-01 00:05:18,36.3
146915,2025-06-01 00:05:20,83.9
845934,2025-06-01 00:05:21,49.8
401531,2025-06-01 00:05:23,78.9
240726,2025-06-01 00:05:27,35.1
820445,2025-06-01 00:05:29,7.6
215199,2025-06-01 00:05:34,44.2
283360,2025-06-01 00:05:39,83.3
905108,2025-06-01 00:05:41,76.7
245013,2025-06-01 00:05:41,27.4
732784,2025-06-01 00:05:44,14.7
176831,2025-06-01 00:05:55,41.6
538672,2025-06-01 00:05:56,50.4
407093,2025-06-01 00:05:58,76.6
971453,2025-06-01 00:06:00,55.1
227817,2025-06-01 00:06:05,7.4
681944,2025-06-01 00:06:07,5.2
55649,2025-06-01 00:06:11,81.1
457340,2025-06-01 00:06:11,27.7
86127,2025-06-01 00:06:20,1.3
775606,2025-06-01 00:06:20,35.2
704891,2025-06-01 00:06:21,47.8
149563,2025-06-01 00:06:23,50.3
950967,2025-06-01 00:06:30,85.5
833401,2025-06-01 00:06:31,87.5
792557,2025-06-01 00:06:32,0.6
89578,2025-06-01 00:06:35,83.3
836785,2025-06-01 00:06:35,90.0
168256,2025-06-01 00:06:39,51.7
390460,2025-06-01 00:06:39,47.5
578394,2025-06-01 00:06:39,44.7
551910,2025-06-01 00:06:41,74.9
503478,2025-06-01 00:06:42,53.8
503025,2025-06-01 00:06:44,45.7
533736,2025-06-01 00:06:45,90.1
542833,2025-06-01 00:06:47,11.2
446216,2025-06-01 00:06:52,66.8
233212,2025-06-01 00:06:52,45.4
475344,2025-06-01 00:06:52,65.4
878562,2025-06-01 00:06:53,63.7
345492,2025-06-01 00:06:55,77.1
98583,2025-06-01 00:06:57,89.9
681161,2025-06-01 00:07:01,38.3
786167,2025-06-01 00:07:03,96.6
105437,2025-06-01 00:07:04,7.5
280192,2025-06-01 00:07:11,8.9
618270,2025-06-01 00:07:12,59.0
625337,2025-06-01 00:07:14,67.6
563223,2025-06-01 00:07:14,23.1
442021,2025-06-01 00:07:18,44.7
526451,2025-06-01 00:07:20,17.2
305115,2025-06-01 00:07:22,67.9
828969,2025-06-01 00:07:24,65.0
87962,2025-06-01 00:07:30,31.6
677403,2025-06-01 00:07:32,0.3
868989,2025-06-01 00:07:52,11.0
416204,2025-06-01 00:07:53,76.7
796664,2025-06-01 00:07:55,24.3
839121,2025-06-01 00:08:01,55.4
289819,2025-06-01 00:08:04,73.4
456851,2025-06-01 00:08:05,19.1
75129,2025-06-01 00:08:05,68.3
723815,2025-06-01 00:08:06,60.0
185141,2025-06-01 00:08:10,97.3
605384,2025-06-01 00:08:10,3.6
136986,2025-06-01 00:08:11,16.6
965022,2025-06-01 00:08:21,27.5
100709,2025-06-01 00:08:22,0.8
994782,2025-06-01 00:08:24,60.3
927985,2025-06-01 00:08:24,49.8
876244,2025-06-01 00:08:28,96.7
702140,2025-06-01 00:08:36,71.8
271992,2025-06-01 00:08:40,74.8
334712,2025-06-01 00:08:44,48.6
158779,2025-06-01 00:08:44,59.2
272498,2025-06-01 00:08:46,30.1
295827,2025-06-01 00:08:52,36.8
657341,2025-06-01 00:09:00,63.1
834960,2025-06-01 00:09:00,97.3
685204,2025-06-01 00:09:04,55.7
659635,2025-06-01 00:09:12,47.0
603041,2025-06-01 00:09:12,37.6
799109,2025-06-01 00:09:13,66.9
328144,2025-06-01 00:09:19,38.7
751750,2025-06-01 00:09:20,60.5
590671,2025-06-01 00:09:21,72.4
568855,2025-06-01 00:09:23,4.8
344829,2025-06-01 00:09:23,27.5
286142,2025-06-01 00:09:28,41.9
68658,2025-06-01 00:09:32,49.9
851926,2025-06-01 00:09:36,94.7
220326,2025-06-01 00:09:41,15.3
11524,2025-06-01 00:09:51,26.5
652020,2025-06-01 00:09:53,68.9
484861,2025-06-01 00:09:53,28.0
907030,2025-06-01 00:09:54,54.3
313250,2025-06-01 00:09:59,28.3
227611,2025-06-01 00:10:01,18.8
194942,2025-06-01 00:10:07,9.0
384007,2025-06-01 00:10:22,47.9
511115,2025-06-01 00:10:23,29.9
521379,2025-06-01 00:10:24,91.5
6519,2025-06-01 00:10:30,57.4
471112,2025-06-01 00:10:31,50.7
20393,2025-06-01 00:10:38,14.8
870134,2025-06-01 00:10:44,86.5
761151,2025-06-01 00:10:44,79.6
14047,2025-06-01 00:10:44,99.7
134899,2025-06-01 00:10:45,31.5
362121,2025-06-01 00:10:48,60.7
285872,2025-06-01 00:10:49,9.9
797320,2025-06-01 00:10:55,56.4
728617,2025-06-01 00:11:01,52.2
759529,2025-06-01 00:11:06,0.5
172079,2025-06-01 00:11:11,89.2
267393,2025-06-01 00:11:11,88.2
831499,2025-06-01 00:11:12,19.1
655176,2025-06-01 00:11:16,81.3
476882,2025-06-01 00:11:16,59.5
666020,2025-06-01 00:11:18,83.1
765200,2025-06-01 00:11:21,86.9
223771,2025-06-01 00:11:23,57.7
502297,2025-06-01 00:11:25,19.8
958083,2025-06-01 00:11:34,61.3
680023,2025-06-01 00:11:35,43.7
140260,2025-06-01 00:11:42,82.5
859578,2025-06-01 00:11:49,49.4
730099,2025-06-01 00:11:51,46.3
500732,2025-06-01 00:11:52,43.0
5431,2025-06-01 00:11:52,13.1
34879,2025-06-01 00:11:58,69.8
870123,2025-06-01 00:12:04,74.6
245240,2025-06-01 00:12:04,95.2
535181,2025-06-01 00:12:05,41.5
714137,2025-06-01 00:12:10,41.7
260190,2025-06-01 00:12:11,52.1
672396,2025-06-01 00:12:13,23.7
61976,2025-06-01 00:12:17,65.5
308070,2025-06-01 00:12:21,32.2
814129,2025-06-01 00:12:21,42.2
652144,2025-06-01 00:12:22,56.9
274679,2025-06-01 00:12:27,14.6
470263,2025-06-01 00:12:29,3.2
595786,2025-06-01 00:12:31,45.2
899561,2025-06-01 00:12:33,93.2
838005,2025-06-01 00:12:34,34.9
807514,2025-06-01 00:12:41,78.9
414939,2025-06-01 00:12:42,57.9
376893,2025-06-01 00:12:45,92.1
92995,2025-06-01 00:12:48,51.9
554972,2025-06-01 00:12:50,5.5
917299,2025-06-01 00:12:55,41.3
286940,2025-06-01 00:12:59,38.5
416518,2025-06-01 00:13:00,96.8
216865,2025-06-01 00:13:01,63.2
111926,2025-06-01 00:13:04,96.7
821301,2025-06-01 00:13:06,9.6
109198,2025-06-01 00:13:08,20.8
506615,2025-06-01 00:13:08,87.0
906232,2025-06-01 00:13:09,42.7
738328,2025-06-01 00:13:11,78.0
356394,2025-06-01 00:13:14,38.4
20221,2025-06-01 00:13:17,5.9
162117,2025-06-01 00:13:19,15.9
345974,2025-06-01 00:13:20,63.2
965805,2025-06-01 00:13:36,31.8
28719,2025-06-01 00:13:36,20.6
267916,2025-06-01 00:13:37,50.8
349823,2025-06-01 00:13:39,4.5
514061,2025-06-01 00:13:44,62.9
130433,2025-06-01 00:13:44,41.8
520815,2025-06-01 00:13:47,76.6
29298,2025-06-01 00:13:50,77.6
746292,2025-06-01 00:13:54,61.5
772990,2025-06-01 00:13:54,55.9
946211,2025-06-01 00:13:55,56.7
339830,2025-06-01 00:13:57,18.6
632490,2025-06-01 00:13:58,32.0
720086,2025-06-01 00:14:01,11.9
462274,2025-06-01 00:14:02,65.9
971405,2025-06-01 00:14:05,63.1
766100,2025-06-01 00:14:14,91.2
278621,2025-06-01 00:14:19,76.6
213539,2025-06-01 00:14:19,5.9
517948,2025-06-01 00:14:20,88.5
384737,2025-06-01 00:14:21,60.4
730036,2025-06-01 00:14:22,11.0
798446,2025-06-01 00:14:25,5.5
385110,2025-06-01 00:14:31,32.3
170428,2025-06-01 00:14:33,25.0
887773,2025-06-01 00:14:44,2.0
261607,2025-06-01 00:14:50,30.0
942252,2025-06-01 00:14:51,34.9
636901,2025-06-01 00:15:00,13.8
943536,2025-06-01 00:15:01,18.1
358190,2025-06-01 00:15:02,0.9
113515,2025-06-01 00:15:05,87.3
243569,2025-06-01 00:15:16,50.8
327087,2025-06-01 00:15:19,81.7
265313,2025-06-01 00:15:20,63.2
868381,2025-06-01 00:15:21,73.8
144631,2025-06-01 00:15:24,17.0
642703,2025-06-01 00:15:26,32.1
80433,2025-06-01 00:15:36,4.9
378827,2025-06-01 00:15:36,57.4
686690,2025-06-01 00:15:45,50.8
114634,2025-06-01 00:15:48,92.2
304831,2025-06-01 00:15:50,35.2
33945,2025-06-01 00:15:51,73.5
382802,2025-06-01 00:15:55,25.2
186812,2025-06-01 00:15:56,26.5
412759,2025-06-01 00:16:00,81.3
976255,2025-06-01 00:16:02,80.4
340471,2025-06-01 00:16:03,89.1
674330,2025-06-01 00:16:04,78.1
