,timestamp,value
205916,2025-06-22 00:00:08,27.1
869037,2025-06-22 00:00:15,53.5
1260,2025-06-22 00:00:16,44.3
753060,2025-06-22 00:00:16,98.3
273122,2025-06-22 00:00:21,65.5
574375,2025-06-22 00:00:21,32.4
473935,2025-06-22 00:00:22,12.4
536824,2025-06-22 00:00:30,95.0
813207,2025-06-22 00:00:30,34.9
275556,2025-06-22 00:00:31,9.1
719531,2025-06-22 00:00:32,97.2
632625,2025-06-22 00:00:35,76.0
539011,2025-06-22 00:00:35,45.4
752685,2025-06-22 00:00:44,75.3
449229,2025-06-22 00:00:49,82.7
208209,2025-06-22 00:00:49,47.7
564438,2025-06-22 00:00:54,63.6
101022,2025-06-22 00:00:55,99.2
661472,2025-06-22 00:00:55,96.4
62091,2025-06-22 00:00:58,52.5
179536,2025-06-22 00:00:58,52.9
439065,2025-06-22 00:01:05,81.6
346421,2025-06-22 00:01:11,50.6
640286,2025-06-22 00:01:11,25.6
81905,2025-06-22 00:01:11,21.3
211448,2025-06-22 00:01:11,32.3
862208,2025-06-22 00:01:17,80.2
234507,2025-06-22 00:01:18,67.0
835042,2025-06-22 00:01:23,11.1
404370,2025-06-22 00:01:24,85.1
393788,2025-06-22 00:01:26,29.3
298401,2025-06-22 00:01:26,64.8
610099,2025-06-22 00:01:27,14.9
914172,2025-06-22 00:01:29,60.7
11521,2025-06-22 00:01:30,36.6
677108,2025-06-22 00:01:31,7.6
310469,2025-06-22 00:01:37,93.1
352857,2025-06-22 00:01:37,63.9
909119,2025-06-22 00:01:37,17.8
315485,2025-06-22 00:01:38,23.6
553911,2025-06-22 00:01:38,64.8
224321,2025-06-22 00:01:39,2.5
942876,2025-06-22 00:01:41,13.0
426752,2025-06-22 00:01:45,72.4
894233,2025-06-22 00:01:46,3.5
298042,2025-06-22 00:01:49,93.2
325288,2025-06-22 00:01:58,51.4
328718,2025-06-22 00:02:02,30.9
720400,2025-06-22 00:02:07,19.2
994317,2025-06-22 00:02:18,17.1
526140,2025-06-22 00:02:19,84.5
698080,2025-06-22 00:02:20,7.0
73366,2025-06-22 00:02:21,60.5
426725,2025-06-22 00:02:30,34.8
131701,2025-06-22 00:02:32,96.5
377547,2025-06-22 00:02:34,35.3
531461,2025-06-22 00:02:34,58.6
101027,2025-06-22 00:02:35,64.5
787709,2025-06-22 00:02:39,54.2
140841,2025-06-22 00:02:43,50.7
987009,2025-06-22 00:02:44,43.0
337382,2025-06-22 00:02:47,45.7
890625,2025-06-22 00:02:49,94.6
359552,2025-06-22 00:02:52,59.5
791969,2025-06-22 00:02:54,36.9
469109,2025-06-22 00:02:55,7.2
637448,2025-06-22 00:03:04,9.2
194686,2025-06-22 00:03:07,36.8
793447,2025-06-22 00:03:07,20.6
483084,2025-06-22 00:03:18,39.0
33325,2025-06-22 00:03:19,52.0
870711,2025-06-22 00:03:20,39.0
977656,2025-06-22 00:03:21,66.0
