,timestamp,value
247841,2025-06-12 00:00:00,94.5
669743,2025-06-12 00:00:03,38.5
981144,2025-06-12 00:00:04,15.8
979068,2025-06-12 00:00:07,26.5
900101,2025-06-12 00:00:11,80.2
364255,2025-06-12 00:00:13,58.9
96993,2025-06-12 00:00:14,3.0
946292,2025-06-12 00:00:17,99.6
437012,2025-06-12 00:00:18,37.4
927889,2025-06-12 00:00:22,68.3
598496,2025-06-12 00:00:39,61.6
797736,2025-06-12 00:00:41,41.2
217858,2025-06-12 00:00:41,0.1
997440,2025-06-12 00:00:41,58.2
109417,2025-06-12 00:00:46,18.7
929510,2025-06-12 00:00:54,88.8
840325,2025-06-12 00:00:58,12.2
732892,2025-06-12 00:01:02,24.0
490285,2025-06-12 00:01:05,19.2
204201,2025-06-12 00:01:07,65.4
375662,2025-06-12 00:01:13,84.9
868152,2025-06-12 00:01:19,69.7
583456,2025-06-12 00:01:20,35.4
396374,2025-06-12 00:01:26,54.0
609050,2025-06-12 00:01:30,63.7
456114,2025-06-12 00:01:32,47.2
361727,2025-06-12 00:01:36,12.2
218018,2025-06-12 00:01:36,87.7
111376,2025-06-12 00:01:37,77.7
646716,2025-06-12 00:01:40,89.9
14078,2025-06-12 00:01:42,2.0
783118,2025-06-12 00:01:53,18.5
682629,2025-06-12 00:02:04,18.6
680316,2025-06-12 00:02:05,81.0
881768,2025-06-12 00:02:07,72.1
758598,2025-06-12 00:02:08,84.8
61365,2025-06-12 00:02:10,13.0
229474,2025-06-12 00:02:19,70.8
156828,2025-06-12 00:02:31,13.0
467957,2025-06-12 00:02:32,28.0
656003,2025-06-12 00:02:34,76.6
890413,2025-06-12 00:02:36,69.0
647583,2025-06-12 00:02:36,61.0
868667,2025-06-12 00:02:39,7.5
87866,2025-06-12 00:02:43,13.0
973792,2025-06-12 00:02:47,29.4
151339,2025-06-12 00:02:50,42.8
652172,2025-06-12 00:02:51,80.8
333423,2025-06-12 00:02:54,42.4
998214,2025-06-12 00:02:58,96.2
513662,2025-06-12 00:03:00,15.8
695696,2025-06-12 00:03:06,61.7
838848,2025-06-12 00:03:10,49.3
709810,2025-06-12 00:03:10,75.5
240852,2025-06-12 00:03:11,47.6
186857,2025-06-12 00:03:14,40.9
586558,2025-06-12 00:03:21,35.7
282466,2025-06-12 00:03:25,64.0
331624,2025-06-12 00:03:26,79.4
661150,2025-06-12 00:03:26,98.7
844867,2025-06-12 00:03:28,24.9
537748,2025-06-12 00:03:30,11.0
465941,2025-06-12 00:03:33,99.0
336252,2025-06-12 00:03:36,9.4
270904,2025-06-12 00:03:37,72.7
358159,2025-06-12 00:03:38,67.5
135160,2025-06-12 00:03:39,98.5
302753,2025-06-12 00:03:41,21.9
38781,2025-06-12 00:03:43,54.5
297264,2025-06-12 00:03:46,89.4
520377,2025-06-12 00:03:46,43.2
112871,2025-06-12 00:03:47,79.1
924293,2025-06-12 00:03:49,26.4
716064,2025-06-12 00:03:51,49.4
181407,2025-06-12 00:03:52,25.7
369321,2025-06-12 00:03:52,19.5
784816,2025-06-12 00:04:02,18.2
924329,2025-06-12 00:04:02,89.7
613803,2025-06-12 00:04:06,23.1
187940,2025-06-12 00:04:06,95.6
272763,2025-06-12 00:04:07,55.3
550903,2025-06-12 00:04:12,16.0
257163,2025-06-12 00:04:18,89.5
316790,2025-06-12 00:04:20,91.3
943440,2025-06-12 00:04:24,10.9
766485,2025-06-12 00:04:25,59.8
576724,2025-06-12 00:04:26,28.5
760736,2025-06-12 00:04:26,48.2
982452,2025-06-12 00:04:32,52.2
420606,2025-06-12 00:04:34,5.4
251242,2025-06-12 00:04:35,35.3
757202,2025-06-12 00:04:38,45.4
494089,2025-06-12 00:04:41,91.7
315042,2025-06-12 00:04:45,18.9
735219,2025-06-12 00:04:45,6.0
710122,2025-06-12 00:04:47,91.5
212276,2025-06-12 00:04:50,31.7
78834,2025-06-12 00:04:52,4.7
269716,2025-06-12 00:04:57,94.1
170640,2025-06-12 00:04:58,74.9
153170,2025-06-12 00:04:59,27.1
478210,2025-06-12 00:04:59,85.9
366661,2025-06-12 00:05:07,53.8
918422,2025-06-12 00:05:12,33.5
381911,2025-06-12 00:05:13,70.3
449457,2025-06-12 00:05:15,82.7
871710,2025-06-12 00:05:16,29.4
886530,2025-06-12 00:05:19,44.6
383829,2025-06-12 00:05:23,13.2
622235,2025-06-12 00:05:30,70.1
15471,2025-06-12 00:05:31,87.8
903822,2025-06-12 00:05:31,10.7
668157,2025-06-12 00:05:41,17.6
432512,2025-06-12 00:05:52,82.2
154332,2025-06-12 00:05:52,70.5
484352,2025-06-12 00:05:58,58.7
418621,2025-06-12 00:06:18,33.6
321278,2025-06-12 00:06:19,80.5
63915,2025-06-12 00:06:22,19.0
688169,2025-06-12 00:06:23,25.8
223530,2025-06-12 00:06:31,0.1
826933,2025-06-12 00:06:32,4.3
181632,2025-06-12 00:06:32,4.1
186768,2025-06-12 00:06:33,71.8
792556,2025-06-12 00:06:34,46.4
597310,2025-06-12 00:06:38,54.2
16812,2025-06-12 00:06:44,44.6
487180,2025-06-12 00:06:47,37.2
502469,2025-06-12 00:06:48,24.7
461038,2025-06-12 00:06:50,92.3
622915,2025-06-12 00:06:54,67.8
598542,2025-06-12 00:06:57,84.6
961078,2025-06-12 00:06:58,3.6
39316,2025-06-12 00:06:59,55.1
943333,2025-06-12 00:07:04,78.5
389797,2025-06-12 00:07:05,89.6
920231,2025-06-12 00:07:18,9.4
280048,2025-06-12 00:07:18,82.0
769411,2025-06-12 00:07:18,20.8
860861,2025-06-12 00:07:19,18.8
934745,2025-06-12 00:07:28,51.8
645137,2025-06-12 00:07:33,38.8
524939,2025-06-12 00:07:41,42.8
912328,2025-06-12 00:07:45,0.7
191343,2025-06-12 00:07:46,96.0
114805,2025-06-12 00:07:49,59.7
9371,2025-06-12 00:07:50,31.2
686831,2025-06-12 00:07:54,89.2
439969,2025-06-12 00:07:58,90.1
30762,2025-06-12 00:08:06,14.5
786824,2025-06-12 00:08:06,56.8
457181,2025-06-12 00:08:08,5.6
835557,2025-06-12 00:08:10,69.2
697281,2025-06-12 00:08:14,83.9
986192,2025-06-12 00:08:26,64.2
454167,2025-06-12 00:08:27,40.6
312356,2025-06-12 00:08:31,20.0
243364,2025-06-12 00:08:32,85.2
834467,2025-06-12 00:08:37,72.2
939980,2025-06-12 00:08:38,68.7
69453,2025-06-12 00:08:40,13.0
728382,2025-06-12 00:08:42,13.4
992123,2025-06-12 00:08:43,62.2
724194,2025-06-12 00:08:44,74.6
207498,2025-06-12 00:08:46,35.0
408772,2025-06-12 00:08:46,3.9
330317,2025-06-12 00:08:49,89.7
323422,2025-06-12 00:08:51,72.7
60840,2025-06-12 00:08:52,75.6
43057,2025-06-12 00:08:59,42.4
321945,2025-06-12 00:08:59,72.4
545211,2025-06-12 00:08:59,64.5
462165,2025-06-12 00:09:01,60.0
348311,2025-06-12 00:09:02,70.2
749452,2025-06-12 00:09:05,32.1
84907,2025-06-12 00:09:06,77.6
146235,2025-06-12 00:09:08,13.1
266886,2025-06-12 00:09:09,15.9
267940,2025-06-12 00:09:11,95.2
76164,2025-06-12 00:09:12,13.9
371194,2025-06-12 00:09:20,45.9
216646,2025-06-12 00:09:25,9.2
501304,2025-06-12 00:09:26,79.8
250932,2025-06-12 00:09:34,13.3
442369,2025-06-12 00:09:41,10.9
897117,2025-06-12 00:09:46,34.2
871204,2025-06-12 00:09:47,16.0
214553,2025-06-12 00:09:48,17.6
443937,2025-06-12 00:09:50,4.4
586510,2025-06-12 00:09:52,96.1
71683,2025-06-12 00:09:55,27.8
330388,2025-06-12 00:09:58,80.8
771409,2025-06-12 00:10:11,66.9
511440,2025-06-12 00:10:12,24.3
688895,2025-06-12 00:10:12,10.7
833194,2025-06-12 00:10:13,41.4
39521,2025-06-12 00:10:14,80.7
935351,2025-06-12 00:10:15,25.9
871071,2025-06-12 00:10:16,97.4
758147,2025-06-12 00:10:20,4.3
997902,2025-06-12 00:10:23,29.5
371277,2025-06-12 00:10:23,13.0
582525,2025-06-12 00:10:24,3.5
371434,2025-06-12 00:10:24,27.0
481900,2025-06-12 00:10:29,32.6
946184,2025-06-12 00:10:30,14.8
162607,2025-06-12 00:10:36,76.5
645892,2025-06-12 00:10:37,76.5
47313,2025-06-12 00:10:39,89.5
31958,2025-06-12 00:10:41,5.7
33843,2025-06-12 00:10:44,97.6
222595,2025-06-12 00:10:50,70.7
568484,2025-06-12 00:10:51,86.9
403202,2025-06-12 00:10:53,9.0
446895,2025-06-12 00:10:59,69.6
876130,2025-06-12 00:11:02,37.0
705677,2025-06-12 00:11:04,44.5
85949,2025-06-12 00:11:07,47.0
341915,2025-06-12 00:11:11,16.7
833837,2025-06-12 00:11:13,23.2
263593,2025-06-12 00:11:16,37.8
681092,2025-06-12 00:11:23,16.9
933093,2025-06-12 00:11:25,49.5
549592,2025-06-12 00:11:28,86.1
828972,2025-06-12 00:11:28,99.0
199295,2025-06-12 00:11:29,11.6
885619,2025-06-12 00:11:31,94.6
997395,2025-06-12 00:11:32,88.2
790953,2025-06-12 00:11:34,59.7
901978,2025-06-12 00:11:37,72.1
404506,2025-06-12 00:11:39,43.6
305862,2025-06-12 00:11:43,5.3
108198,2025-06-12 00:11:45,24.3
632916,2025-06-12 00:11:50,47.2
302489,2025-06-12 00:11:57,95.6
490462,2025-06-12 00:11:58,89.9
98849,2025-06-12 00:12:02,91.3
604606,2025-06-12 00:12:09,88.3
340905,2025-06-12 00:12:09,20.4
770063,2025-06-12 00:12:12,37.8
176027,2025-06-12 00:12:15,51.9
