,timestamp,value
987805,2025-06-25 00:00:00,65.3
697409,2025-06-25 00:00:03,62.4
422938,2025-06-25 00:00:03,11.0
496282,2025-06-25 00:00:11,40.3
920032,2025-06-25 00:00:15,64.1
231331,2025-06-25 00:00:15,47.0
833955,2025-06-25 00:00:16,27.1
34889,2025-06-25 00:00:17,17.2
81740,2025-06-25 00:00:19,80.6
969888,2025-06-25 00:00:22,87.3
545702,2025-06-25 00:00:25,47.2
475953,2025-06-25 00:00:28,50.0
747983,2025-06-25 00:00:29,60.6
293321,2025-06-25 00:00:30,70.9
686823,2025-06-25 00:00:34,87.2
314751,2025-06-25 00:00:35,50.0
214628,2025-06-25 00:00:39,77.0
611399,2025-06-25 00:00:40,5.7
963384,2025-06-25 00:00:42,24.8
655,2025-06-25 00:00:52,74.5
819379,2025-06-25 00:00:58,1.7
673381,2025-06-25 00:01:02,85.3
42082,2025-06-25 00:01:04,22.6
99110,2025-06-25 00:01:07,65.0
632859,2025-06-25 00:01:08,52.1
976350,2025-06-25 00:01:09,44.1
888170,2025-06-25 00:01:11,82.5
354858,2025-06-25 00:01:11,13.2
96947,2025-06-25 00:01:13,52.9
384935,2025-06-25 00:01:16,38.0
325284,2025-06-25 00:01:23,9.6
15200,2025-06-25 00:01:27,27.4
131119,2025-06-25 00:01:28,64.0
236405,2025-06-25 00:01:30,4.8
39847,2025-06-25 00:01:35,42.4
143859,2025-06-25 00:01:36,43.0
198408,2025-06-25 00:01:39,57.2
872372,2025-06-25 00:01:45,71.2
101008,2025-06-25 00:01:51,72.4
92137,2025-06-25 00:01:59,59.8
57075,2025-06-25 00:02:03,11.0
179452,2025-06-25 00:02:03,62.6
285887,2025-06-25 00:02:04,14.7
12875,2025-06-25 00:02:17,58.9
618971,2025-06-25 00:02:19,68.0
720815,2025-06-25 00:02:22,44.6
589417,2025-06-25 00:02:23,66.2
133576,2025-06-25 00:02:26,48.9
736041,2025-06-25 00:02:29,33.4
246110,2025-06-25 00:02:30,97.9
133687,2025-06-25 00:02:31,82.7
398359,2025-06-25 00:02:33,39.4
218259,2025-06-25 00:02:37,29.1
8152,2025-06-25 00:02:40,16.1
837968,2025-06-25 00:02:40,93.9
625252,2025-06-25 00:02:41,96.0
230412,2025-06-25 00:02:42,39.9
