,timestamp,value
433750,2025-06-06 00:00:02,6.3
405854,2025-06-06 00:00:05,27.1
627619,2025-06-06 00:00:14,29.1
892997,2025-06-06 00:00:15,81.6
772770,2025-06-06 00:00:19,24.0
557674,2025-06-06 00:00:27,20.8
301725,2025-06-06 00:00:31,68.8
375780,2025-06-06 00:00:42,53.7
994061,2025-06-06 00:00:43,40.0
791142,2025-06-06 00:00:53,31.5
244857,2025-06-06 00:01:00,40.2
707142,2025-06-06 00:01:01,3.3
548680,2025-06-06 00:01:12,43.6
615482,2025-06-06 00:01:14,46.1
510860,2025-06-06 00:01:31,49.1
569122,2025-06-06 00:01:31,8.1
749266,2025-06-06 00:01:38,0.3
330362,2025-06-06 00:01:44,13.8
799386,2025-06-06 00:01:46,10.7
522966,2025-06-06 00:01:48,33.4
725437,2025-06-06 00:01:50,57.0
708184,2025-06-06 00:02:04,29.3
573213,2025-06-06 00:02:11,49.2
507401,2025-06-06 00:02:20,34.3
627806,2025-06-06 00:02:21,93.9
477433,2025-06-06 00:02:23,79.1
730161,2025-06-06 00:02:32,7.5
748462,2025-06-06 00:02:33,48.6
275599,2025-06-06 00:02:35,74.9
187354,2025-06-06 00:02:38,48.5
602499,2025-06-06 00:02:44,80.2
918217,2025-06-06 00:02:45,85.1
975335,2025-06-06 00:02:46,19.1
721430,2025-06-06 00:02:50,85.9
381183,2025-06-06 00:02:51,65.4
729953,2025-06-06 00:02:53,21.8
101626,2025-06-06 00:02:55,45.4
671222,2025-06-06 00:02:58,77.9
179208,2025-06-06 00:03:00,40.5
812458,2025-06-06 00:03:05,32.3
131335,2025-06-06 00:03:06,46.1
892123,2025-06-06 00:03:06,13.2
160678,2025-06-06 00:03:09,90.8
892625,2025-06-06 00:03:18,65.4
66014,2025-06-06 00:03:20,41.6
467915,2025-06-06 00:03:22,72.7
551487,2025-06-06 00:03:23,44.8
974468,2025-06-06 00:03:24,33.7
137031,2025-06-06 00:03:26,43.2
367834,2025-06-06 00:03:28,67.6
121007,2025-06-06 00:03:29,20.4
860599,2025-06-06 00:03:32,8.9
135145,2025-06-06 00:03:34,70.7
793982,2025-06-06 00:03:35,35.3
597982,2025-06-06 00:03:35,32.6
279475,2025-06-06 00:03:39,26.7
845765,2025-06-06 00:03:40,99.9
216600,2025-06-06 00:03:41,84.7
499806,2025-06-06 00:03:42,54.9
253713,2025-06-06 00:03:45,94.6
445071,2025-06-06 00:03:52,3.7
501960,2025-06-06 00:03:55,4.1
775321,2025-06-06 00:03:57,26.5
309245,2025-06-06 00:03:57,28.9
382511,2025-06-06 00:04:02,82.1
109085,2025-06-06 00:04:03,32.4
5822,2025-06-06 00:04:04,65.3
869507,2025-06-06 00:04:07,94.0
55580,2025-06-06 00:04:08,42.0
525005,2025-06-06 00:04:10,88.3
505784,2025-06-06 00:04:14,88.1
778793,2025-06-06 00:04:17,35.2
210182,2025-06-06 00:04:23,39.5
579352,2025-06-06 00:04:26,38.1
173756,2025-06-06 00:04:29,0.7
972858,2025-06-06 00:04:29,6.1
169488,2025-06-06 00:04:32,78.3
436306,2025-06-06 00:04:36,88.8
861049,2025-06-06 00:04:40,99.5
706052,2025-06-06 00:04:47,87.7
815261,2025-06-06 00:04:50,16.4
540409,2025-06-06 00:04:55,59.1
429434,2025-06-06 00:04:56,22.7
337623,2025-06-06 00:05:02,33.8
82230,2025-06-06 00:05:02,93.4
435958,2025-06-06 00:05:12,31.5
485371,2025-06-06 00:05:17,77.5
848450,2025-06-06 00:05:19,3.0
849782,2025-06-06 00:05:22,76.3
869368,2025-06-06 00:05:30,90.7
842162,2025-06-06 00:05:32,4.0
728642,2025-06-06 00:05:36,79.9
468147,2025-06-06 00:05:36,89.8
285776,2025-06-06 00:05:38,62.5
377693,2025-06-06 00:05:41,35.3
500324,2025-06-06 00:05:45,62.7
574585,2025-06-06 00:05:53,53.2
183817,2025-06-06 00:05:55,30.4
834734,2025-06-06 00:05:58,7.9
814131,2025-06-06 00:05:59,73.2
512029,2025-06-06 00:05:59,72.3
782188,2025-06-06 00:06:01,21.5
409537,2025-06-06 00:06:04,3.6
752126,2025-06-06 00:06:08,41.6
352018,2025-06-06 00:06:11,28.2
560528,2025-06-06 00:06:14,51.2
698664,2025-06-06 00:06:15,9.6
154295,2025-06-06 00:06:16,19.8
423849,2025-06-06 00:06:23,89.9
161865,2025-06-06 00:06:26,81.8
29970,2025-06-06 00:06:27,40.2
807192,2025-06-06 00:06:29,72.4
228284,2025-06-06 00:06:33,76.6
417703,2025-06-06 00:06:34,45.5
341638,2025-06-06 00:06:35,47.5
206144,2025-06-06 00:06:35,94.0
797983,2025-06-06 00:06:38,31.2
605634,2025-06-06 00:06:39,95.3
870649,2025-06-06 00:06:41,73.5
131734,2025-06-06 00:06:45,83.1
288971,2025-06-06 00:06:46,37.6
377328,2025-06-06 00:06:47,69.2
895062,2025-06-06 00:06:47,74.5
515441,2025-06-06 00:06:49,22.3
713273,2025-06-06 00:06:49,1.7
143833,2025-06-06 00:06:50,87.3
260857,2025-06-06 00:06:55,71.9
827254,2025-06-06 00:06:56,11.2
111195,2025-06-06 00:06:57,40.2
128522,2025-06-06 00:06:58,46.5
84009,2025-06-06 00:06:59,21.4
275862,2025-06-06 00:07:01,48.1
93870,2025-06-06 00:07:12,67.1
781129,2025-06-06 00:07:13,31.7
380017,2025-06-06 00:07:13,55.5
253332,2025-06-06 00:07:16,86.2
230772,2025-06-06 00:07:17,77.1
651475,2025-06-06 00:07:19,30.4
975133,2025-06-06 00:07:21,15.8
717047,2025-06-06 00:07:22,52.6
954982,2025-06-06 00:07:28,62.2
512524,2025-06-06 00:07:29,54.2
940095,2025-06-06 00:07:34,2.9
46282,2025-06-06 00:07:34,98.6
593307,2025-06-06 00:07:36,0.3
4147,2025-06-06 00:07:44,48.4
756853,2025-06-06 00:07:46,99.5
642132,2025-06-06 00:07:52,10.1
728254,2025-06-06 00:08:04,22.9
874171,2025-06-06 00:08:05,24.5
362469,2025-06-06 00:08:06,38.2
267584,2025-06-06 00:08:09,83.2
521314,2025-06-06 00:08:15,34.0
670234,2025-06-06 00:08:17,22.8
47370,2025-06-06 00:08:23,10.8
249632,2025-06-06 00:08:31,77.2
192154,2025-06-06 00:08:38,29.0
385399,2025-06-06 00:08:43,89.9
974662,2025-06-06 00:08:43,59.4
589346,2025-06-06 00:08:47,88.5
687541,2025-06-06 00:08:48,45.6
513274,2025-06-06 00:08:49,66.4
379986,2025-06-06 00:08:55,49.1
742813,2025-06-06 00:09:11,50.2
321733,2025-06-06 00:09:14,74.9
178443,2025-06-06 00:09:16,61.4
934549,2025-06-06 00:09:21,65.8
271721,2025-06-06 00:09:21,5.5
89315,2025-06-06 00:09:22,46.1
345230,2025-06-06 00:09:34,49.3
679958,2025-06-06 00:09:36,18.9
879175,2025-06-06 00:09:40,0.0
667104,2025-06-06 00:09:40,72.3
527016,2025-06-06 00:09:42,85.7
144261,2025-06-06 00:09:44,53.8
789442,2025-06-06 00:09:44,54.3
41226,2025-06-06 00:09:49,31.7
461425,2025-06-06 00:09:49,14.4
888546,2025-06-06 00:09:53,52.5
438229,2025-06-06 00:09:56,73.7
398337,2025-06-06 00:09:57,79.1
434049,2025-06-06 00:10:00,58.8
448066,2025-06-06 00:10:02,93.5
764395,2025-06-06 00:10:03,98.9
562802,2025-06-06 00:10:04,8.3
369953,2025-06-06 00:10:11,39.7
214344,2025-06-06 00:10:16,95.3
445949,2025-06-06 00:10:19,21.3
82092,2025-06-06 00:10:21,13.6
898361,2025-06-06 00:10:22,71.2
173006,2025-06-06 00:10:23,21.9
162287,2025-06-06 00:10:30,96.4
661228,2025-06-06 00:10:40,63.6
19248,2025-06-06 00:10:44,8.7
334946,2025-06-06 00:10:45,98.8
657477,2025-06-06 00:10:46,80.1
642281,2025-06-06 00:10:47,14.8
697928,2025-06-06 00:10:49,89.0
659524,2025-06-06 00:10:50,45.3
808019,2025-06-06 00:10:51,39.8
956645,2025-06-06 00:10:51,16.9
634002,2025-06-06 00:10:51,95.7
747366,2025-06-06 00:10:56,43.0
268733,2025-06-06 00:11:01,29.9
360915,2025-06-06 00:11:02,82.0
84584,2025-06-06 00:11:05,62.7
228285,2025-06-06 00:11:12,25.8
17393,2025-06-06 00:11:13,91.1
241066,2025-06-06 00:11:18,99.3
266073,2025-06-06 00:11:22,5.9
348104,2025-06-06 00:11:24,44.1
689386,2025-06-06 00:11:26,65.3
740932,2025-06-06 00:11:34,16.5
600325,2025-06-06 00:11:34,3.8
568043,2025-06-06 00:11:34,75.8
971656,2025-06-06 00:11:36,17.4
454821,2025-06-06 00:11:39,85.8
65018,2025-06-06 00:11:43,29.8
158016,2025-06-06 00:11:51,56.5
451050,2025-06-06 00:11:58,2.9
810398,2025-06-06 00:12:02,9.9
423351,2025-06-06 00:12:05,41.1
707174,2025-06-06 00:12:09,60.5
617830,2025-06-06 00:12:09,48.3
306122,2025-06-06 00:12:22,50.9
522165,2025-06-06 00:12:23,30.0
399932,2025-06-06 00:12:23,1.5
907751,2025-06-06 00:12:26,20.2
713359,2025-06-06 00:12:30,66.4
701485,2025-06-06 00:12:31,83.2
601877,2025-06-06 00:12:37,90.4
206760,2025-06-06 00:12:37,89.3
387864,2025-06-06 00:12:39,89.9
168552,2025-06-06 00:12:41,9.7
541303,2025-06-06 00:12:44,77.0
396629,2025-06-06 00:12:48,4.3
4673,2025-06-06 00:12:56,34.6
450337,2025-06-06 00:12:57,79.3
363731,2025-06-06 00:12:58,22.1
48012,2025-06-06 00:12:58,76.1
956725,2025-06-06 00:12:59,29.7
187199,2025-06-06 00:13:01,74.8
369113,2025-06-06 00:13:03,16.1
772059,2025-06-06 00:13:05,50.1
757485,2025-06-06 00:13:05,48.4
166826,2025-06-06 00:13:11,23.6
882887,2025-06-06 00:13:11,24.9
692116,2025-06-06 00:13:13,44.4
234702,2025-06-06 00:13:14,26.8
50801,2025-06-06 00:13:15,0.1
77452,2025-06-06 00:13:23,24.4
133591,2025-06-06 00:13:25,26.2
236770,2025-06-06 00:13:25,38.5
483879,2025-06-06 00:13:27,57.9
297631,2025-06-06 00:13:29,4.0
106846,2025-06-06 00:13:29,52.2
412715,2025-06-06 00:13:32,71.4
863553,2025-06-06 00:13:38,81.8
884865,2025-06-06 00:13:43,36.6
819319,2025-06-06 00:13:48,62.3
182009,2025-06-06 00:13:53,35.9
977481,2025-06-06 00:13:54,85.7
