,timestamp,value
160973,2025-06-21 00:00:00,80.2
916744,2025-06-21 00:00:00,18.6
631551,2025-06-21 00:00:01,46.4
21865,2025-06-21 00:00:01,85.3
264258,2025-06-21 00:00:02,89.9
610282,2025-06-21 00:00:03,23.8
559426,2025-06-21 00:00:16,63.7
702821,2025-06-21 00:00:19,50.6
344758,2025-06-21 00:00:20,21.1
263809,2025-06-21 00:00:23,62.6
309436,2025-06-21 00:00:31,90.3
524684,2025-06-21 00:00:32,42.1
152789,2025-06-21 00:00:32,68.2
823857,2025-06-21 00:00:37,45.0
166240,2025-06-21 00:00:38,60.3
399789,2025-06-21 00:00:45,80.7
162065,2025-06-21 00:00:45,38.3
362058,2025-06-21 00:00:51,77.0
182711,2025-06-21 00:00:52,30.8
243416,2025-06-21 00:00:55,9.6
182755,2025-06-21 00:01:03,69.8
521245,2025-06-21 00:01:08,68.2
748747,2025-06-21 00:01:12,69.4
802365,2025-06-21 00:01:13,64.3
558286,2025-06-21 00:01:15,93.0
580132,2025-06-21 00:01:15,73.5
835627,2025-06-21 00:01:15,9.3
194119,2025-06-21 00:01:21,21.6
397060,2025-06-21 00:01:23,28.8
950560,2025-06-21 00:01:26,22.0
663221,2025-06-21 00:01:27,45.8
407346,2025-06-21 00:01:33,92.1
81681,2025-06-21 00:01:35,22.6
784055,2025-06-21 00:01:36,62.9
460530,2025-06-21 00:01:39,42.3
730406,2025-06-21 00:01:41,79.2
513583,2025-06-21 00:01:44,38.5
279258,2025-06-21 00:01:45,60.8
546795,2025-06-21 00:01:45,94.9
94095,2025-06-21 00:01:47,27.8
258549,2025-06-21 00:01:48,23.0
793165,2025-06-21 00:01:48,75.0
370159,2025-06-21 00:01:50,67.2
228445,2025-06-21 00:01:52,33.2
956807,2025-06-21 00:01:52,82.9
269162,2025-06-21 00:01:57,36.7
580174,2025-06-21 00:02:05,59.5
760789,2025-06-21 00:02:11,54.2
725776,2025-06-21 00:02:15,60.0
549014,2025-06-21 00:02:19,15.2
870262,2025-06-21 00:02:20,40.3
335910,2025-06-21 00:02:27,66.0
946088,2025-06-21 00:02:29,19.6
652471,2025-06-21 00:02:34,23.2
967021,2025-06-21 00:02:39,21.0
181778,2025-06-21 00:02:40,6.3
188027,2025-06-21 00:02:40,95.1
643332,2025-06-21 00:02:43,27.2
442299,2025-06-21 00:02:44,16.3
